Geneid,Chr,Start,End,Strand,Length,Female_1,Female_2,Female_3,Female_4,Labium_1,Labium_2,Labium_3 ,Labium_4,Male_1,Male_2,Male_3 ,Male_4 ,MH_12 
gene18945,NW_018735700.1;NW_018735700.1;NW_018735700.1,1605;2365;2815,1768;2761;2961,+;+;+,708,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18946,NW_018735704.1;NW_018735704.1;NW_018735704.1,9800;10828;20561,9811;10830;20740,-;-;-,195,0,0,0,0,0,5,3,0,0,0,0,0,0
gene18947,NW_018735711.1;NW_018735711.1;NW_018735711.1;NW_018735711.1,914;1307;1696;2395,995;1415;1817;2778,+;+;+;+,697,11952,12086,15013,11189,7383,5077,8406,6539,16461,25828,12882,24975,12957
gene18948,NW_018735711.1;NW_018735711.1,20621;20872,20668;21118,+;+,295,175,298,212,188,111,126,225,207,99,386,171,243,203
gene18949,NW_018735714.1;NW_018735714.1;NW_018735714.1;NW_018735714.1,5902;6117;6551;10157,6057;6480;7195;10207,-;-;-;-,1216,0,0,0,0,20,0,0,24,0,0,0,0,0
gene18950,NW_018735725.1;NW_018735725.1,1722;11470,1798;11835,+;+,443,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18951,NW_018735732.1;NW_018735732.1;NW_018735732.1;NW_018735732.1;NW_018735732.1;NW_018735732.1;NW_018735732.1;NW_018735732.1;NW_018735732.1;NW_018735732.1,8783;9237;11699;12400;15327;15905;16336;17650;21774;22082,9124;9550;12060;12466;15842;16220;16427;17716;22013;22195,+;+;+;+;+;+;+;+;+;+,2430,381,243,545,161,708,671,1150,1676,0,0,19,0,398
gene18952,NW_018735734.1;NW_018735734.1,728;928,860;1724,+;+,930,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18953,NW_018735734.1,1960,2630,+,671,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18954,NW_018735738.1;NW_018735738.1;NW_018735738.1,17510;17698;18232,17616;18167;18658,+;+;+,1004,0,0,0,0,19,0,1,1,0,0,0,0,0
gene18955,NW_018735744.1;NW_018735744.1;NW_018735744.1;NW_018735744.1;NW_018735744.1,13213;28766;28943;29221;29549,15679;28876;29104;29334;29800,-;-;-;-;-,3106,5091,2617,10862,6011,1836,1948,1808,2555,3296,13903,2743,8434,7076
gene18956,NW_018735746.1;NW_018735746.1;NW_018735746.1,4443;19115;23170,4784;20263;23188,-;-;-,1510,384,0,0,0,6,42,114,39,0,0,0,0,0
gene18957,NW_018735751.1;NW_018735751.1;NW_018735751.1;NW_018735751.1;NW_018735751.1;NW_018735751.1;NW_018735751.1;NW_018735751.1;NW_018735751.1;NW_018735751.1,7007;7604;7911;7984;8217;8866;24629;25061;25206;25306,7547;7854;7982;8158;8864;11116;25001;25203;25246;25517,-;-;-;-;-;-;-;-;-;-,4707,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18958,NW_018735753.1;NW_018735753.1;NW_018735753.1,5854;6452;13875,5988;6626;14140,-;-;-,576,736,785,831,1072,1285,1268,1124,1419,742,0,1060,1687,1108
gene18959,NW_018735755.1;NW_018735755.1,1579;2078,2023;3459,+;+,1827,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18960,NW_018735756.1;NW_018735756.1;NW_018735756.1,9876;10137;11670,10069;10533;11692,-;-;-,614,0,0,0,4,0,0,6,0,0,0,6,0,0
gene18961,NW_018735758.1;NW_018735758.1,14609;15415,15326;15615,+;+,919,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18962,NW_018735766.1,5791,6396,-,606,57,0,0,57,16,26,5,11,0,0,0,0,0
gene18963,NW_018735766.1;NW_018735766.1;NW_018735766.1;NW_018735766.1,6657;7017;21289;22026,6794;7463;21409;22556,-;-;-;-,1237,59,19,12,101,27,25,27,33,0,0,0,0,0
gene18964,NW_018735768.1;NW_018735768.1;NW_018735768.1;NW_018735768.1;NW_018735768.1,3213;4473;4968;5594;5863,3333;4490;5485;5860;6481,+;+;+;+;+,1543,0,0,0,1,2,0,0,1,0,0,0,0,0
gene18965,NW_018735775.1,4648,5304,+,657,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18966,NW_018735775.1,6174,6656,-,483,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18967,NW_018735775.1;NW_018735775.1,11069;11200,11123;11628,+;+,484,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18968,NW_018735776.1;NW_018735776.1,11996;12348,12192;12573,+;+,423,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18969,NW_018735777.1;NW_018735777.1,6222;6966,6903;7194,-;-,911,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18970,NW_018735780.1;NW_018735780.1,8992;10153,9324;10355,+;+,536,0,0,0,0,9,0,10,4,0,0,0,0,0
gene18971,NW_018735780.1;NW_018735780.1;NW_018735780.1,10386;10463;10617,10396;10557;10889,+;+;+,379,0,0,0,0,2,1,3,5,75,0,3,0,0
gene18972,NW_018735785.1;NW_018735785.1,15432;15575,15517;15675,-;-,187,0,1,0,0,0,0,0,0,0,0,0,0,0
gene18973,NW_018735789.1;NW_018735789.1;NW_018735789.1,600;931;1134,872;1075;1263,+;+;+,548,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18974,NW_018735800.1;NW_018735800.1,6238;6483,6481;6753,-;-,515,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18975,NW_018735800.1,6848,7369,+,522,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18976,NW_018735800.1,8216,8704,-,489,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18977,NW_018735800.1;NW_018735800.1,10485;10608,10549;10860,-;-,318,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18978,NW_018735800.1,11108,11546,+,439,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18979,NW_018735800.1,12417,13061,-,645,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18980,NW_018735800.1;NW_018735800.1,14592;14692,14636;15151,-;-,505,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18981,NW_018735800.1,15246,15767,+,522,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18982,NW_018735800.1,16615,17026,-,412,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18983,NW_018735801.1;NW_018735801.1;NW_018735801.1,8;296;543,230;458;699,-;-;-,543,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18984,NW_018735810.1;NW_018735810.1;NW_018735810.1,5647;6211;6387,6208;6384;6685,+;+;+,1035,0,0,0,0,0,6,17,17,0,0,0,0,0
gene18985,NW_018735811.1,8894,9729,+,836,121,63,140,204,75,474,1,0,0,3,222,616,153
gene18986,NW_018735811.1;NW_018735811.1,9667;10034,9807;11132,-;-,1240,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18987,NW_018735817.1;NW_018735817.1;NW_018735817.1;NW_018735817.1;NW_018735817.1;NW_018735817.1;NW_018735817.1;NW_018735817.1;NW_018735817.1,21995;22566;22956;23346;23736;24126;24515;24856;25424,22507;22893;23283;23673;24063;24452;24793;25356;25509,-;-;-;-;-;-;-;-;-,3018,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18988,NW_018735817.1;NW_018735817.1;NW_018735817.1;NW_018735817.1,71374;71691;72100;72506,71627;72036;72442;72888,+;+;+;+,1326,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18989,NW_018735817.1;NW_018735817.1;NW_018735817.1,72930;73324;73733,73260;73669;74017,+;+;+,962,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18990,NW_018735817.1;NW_018735817.1;NW_018735817.1,74031;74143;74552,74079;74488;75057,+;+;+,901,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18991,NW_018735818.1;NW_018735818.1;NW_018735818.1,9202;9383;10124,9290;9941;10614,+;+;+,1139,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18992,NW_018735818.1,33369,34110,+,742,0,0,0,0,18,37,38,170,0,0,0,0,0
gene18993,NW_018735819.1,16665,16737,-,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18994,NW_018735819.1,17235,17307,+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18995,NW_018735820.1;NW_018735820.1,10792;11101,10998;11862,+;+,969,115,0,0,0,59,92,104,133,0,0,0,0,60
gene18996,NW_018735829.1;NW_018735829.1;NW_018735829.1,2718;3112;24376,2994;3242;24553,+;+;+,586,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18997,NW_018735834.1;NW_018735834.1,12056;19066,12279;19786,-;-,945,0,176,0,0,438,709,444,381,0,0,123,0,541
gene18998,NW_018735841.1,14717,15768,+,1052,600,453,186,395,431,60,316,137,0,0,29,0,340
gene18999,NW_018735845.1;NW_018735845.1;NW_018735845.1;NW_018735845.1;NW_018735845.1,16;178;1110;1252;1467,124;789;1199;1404;1866,+;+;+;+;+,1364,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19000,NW_018735850.1;NW_018735850.1;NW_018735850.1;NW_018735850.1;NW_018735850.1;NW_018735850.1;NW_018735850.1,14967;28861;29103;29365;50931;51950;52122,16146;29036;29263;29489;51392;52103;52334,-;-;-;-;-;-;-,2471,0,0,0,0,25,0,97,0,0,0,0,0,0
gene19001,NW_018735850.1;NW_018735850.1,29188;29383,29313;29490,+;+,234,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19002,NW_018735850.1;NW_018735850.1,39564;39791,39730;40251,-;-,628,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19003,NW_018735853.1;NW_018735853.1;NW_018735853.1;NW_018735853.1;NW_018735853.1,6;6215;6426;6900;7066,412;6360;6831;6993;7217,-;-;-;-;-,1205,212,0,0,436,61,98,86,158,0,0,0,0,0
gene19004,NW_018735858.1,1383,1969,+,587,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19005,NW_018735861.1;NW_018735861.1;NW_018735861.1;NW_018735861.1;NW_018735861.1,11647;12374;51120;51917;64848,11783;12479;51386;52207;64982,+;+;+;+;+,936,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19006,NW_018735866.1,729,1595,+,867,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19007,NW_018735866.1;NW_018735866.1;NW_018735866.1,7044;7149;7198,7147;7196;7437,-;-;-,392,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19008,NW_018735866.1,11427,12087,+,661,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19009,NW_018735866.1,12910,13410,-,501,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19010,NW_018735867.1;NW_018735867.1;NW_018735867.1;NW_018735867.1;NW_018735867.1,77;646;1055;1464;1873,582;991;1400;1809;2203,-;-;-;-;-,1875,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19011,NW_018735867.1;NW_018735867.1;NW_018735867.1;NW_018735867.1,2245;2691;3097;3506,2627;3033;3442;3846,-;-;-;-,1413,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19012,NW_018735867.1;NW_018735867.1;NW_018735867.1;NW_018735867.1,3878;4324;4730;5139,4260;4666;5075;5479,-;-;-;-,1413,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19013,NW_018735869.1,16593,16666,+,74,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19014,NW_018735871.1;NW_018735871.1;NW_018735871.1;NW_018735871.1,2071;2617;9835;10642,2556;2737;10639;10907,+;+;+;+,1678,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19015,NW_018735872.1;NW_018735872.1;NW_018735872.1;NW_018735872.1;NW_018735872.1;NW_018735872.1,4637;5017;5131;5307;20267;20319,4951;5128;5304;6115;20317;20965,+;+;+;+;+;+,2108,2,0,0,0,9,15,7,5,0,0,2,1,0
gene19016,NW_018735872.1;NW_018735872.1;NW_018735872.1,37375;42380;55600,38005;42494;55771,-;-;-,918,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19017,NW_018735879.1;NW_018735879.1,9992;10176,10103;10675,+;+,612,0,102,0,0,0,0,0,0,0,0,0,0,1
gene19018,NW_018735880.1;NW_018735880.1;NW_018735880.1,2350;2987;3983,2871;3096;5794,+;+;+,2444,31,0,0,0,6,35,31,23,0,0,0,206,2
gene19019,NW_018735881.1;NW_018735881.1,5096;5283,5193;6027,+;+,843,0,2,0,3,2,4,0,2,0,0,3,0,0
gene19020,NW_018735883.1;NW_018735883.1;NW_018735883.1;NW_018735883.1;NW_018735883.1;NW_018735883.1;NW_018735883.1;NW_018735883.1;NW_018735883.1,14948;27290;37889;38064;38236;38455;38948;39275;56945,15258;27301;37968;38161;38373;38594;39075;39502;59234,+;+;+;+;+;+;+;+;+,3425,600,263,870,164,72,72,143,150,0,0,75,188,313
gene19021,NW_018735883.1;NW_018735883.1,75495;76170,76092;76332,-;-,761,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19022,NW_018735885.1;NW_018735885.1,65;10924,1193;11456,-;-,1662,0,0,0,0,19,72,24,69,0,0,0,0,0
gene19023,NW_018735900.1;NW_018735900.1;NW_018735900.1,6394;6676;6840,6616;6772;7173,+;+;+,654,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19024,NW_018735900.1;NW_018735900.1;NW_018735900.1,9606;26271;26964,10079;26856;27220,-;-;-,1317,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19025,NW_018735900.1;NW_018735900.1;NW_018735900.1;NW_018735900.1;NW_018735900.1,27710;28137;29261;29619;38477,28005;28284;29558;29737;38845,+;+;+;+;+,1230,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19026,NW_018735904.1;NW_018735904.1;NW_018735904.1,30104;30291;30510,30223;30444;30595,+;+;+,360,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19027,NW_018735907.1;NW_018735907.1;NW_018735907.1;NW_018735907.1,2133;2991;3652;13671,2931;3589;3860;14218,-;-;-;-,2155,3,0,0,1,0,1,0,0,0,0,0,0,3
gene19028,NW_018735909.1;NW_018735909.1;NW_018735909.1;NW_018735909.1;NW_018735909.1,12330;12786;13009;13360;13727,12722;12878;13301;13668;14176,+;+;+;+;+,1538,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19029,NW_018735910.1;NW_018735910.1;NW_018735910.1;NW_018735910.1,5419;21574;22507;23655,5758;22014;22641;24007,-;-;-;-,1269,69,4,52,43,20,27,26,35,0,0,0,0,0
gene19030,NW_018735910.1;NW_018735910.1;NW_018735910.1;NW_018735910.1;NW_018735910.1;NW_018735910.1,43758;44201;44560;72016;72180;72347,44134;44506;44957;72145;72274;72473,+;+;+;+;+;+,1433,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19031,NW_018735910.1;NW_018735910.1;NW_018735910.1,73268;73626;73654,73566;73652;73851,-;-;-,524,0,2,0,0,1,0,0,0,0,0,0,0,1
gene19032,NW_018735912.1;NW_018735912.1;NW_018735912.1,14957;15599;27765,15314;15687;28298,+;+;+,981,0,0,0,1,0,0,0,0,0,0,0,0,0
gene19033,NW_018735912.1,16751,16822,+,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19034,NW_018735919.1;NW_018735919.1;NW_018735919.1,50086;50326;50584,50228;50546;51414,-;-;-,1195,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19035,NW_018735922.1;NW_018735922.1;NW_018735922.1,17592;17886;18085,17825;18017;18680,+;+;+,962,0,0,0,0,5,0,0,0,0,0,0,0,0
gene19036,NW_018735922.1;NW_018735922.1,29116;29552,29482;30573,-;-,1389,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19037,NW_018735923.1;NW_018735923.1;NW_018735923.1,2644;2835;19710,2771;3247;19728,-;-;-,560,447,184,696,395,373,523,524,835,57,0,577,92,568
gene19038,NW_018735925.1,23468,23549,+,82,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19039,NW_018735927.1;NW_018735927.1;NW_018735927.1;NW_018735927.1;NW_018735927.1;NW_018735927.1;NW_018735927.1,76151;76638;76888;79630;80076;80429;81038,76290;76756;79570;79797;80183;80534;81583,+;+;+;+;+;+;+,3870,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19040,NW_018735928.1;NW_018735928.1,13592;15330,14368;15376,+;+,824,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19041,NW_018735928.1;NW_018735928.1,14218;14928,14448;15056,-;-,360,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19042,NW_018735933.1;NW_018735933.1;NW_018735933.1;NW_018735933.1;NW_018735933.1;NW_018735933.1,31408;31527;31585;31712;31837;32235,31525;31583;31648;31834;32232;34054,+;+;+;+;+;+,2578,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19043,NW_018735934.1;NW_018735934.1,1441;11820,2021;11983,-;-,745,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19044,NW_018735937.1;NW_018735937.1;NW_018735937.1,17738;24064;24279,18060;24223;24419,+;+;+,624,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19045,NW_018735937.1;NW_018735937.1,35641;38564,36122;38919,-;-,838,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19046,NW_018735939.1;NW_018735939.1,17826;41683,18543;41781,+;+,817,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19047,NW_018735939.1;NW_018735939.1,24364;24628,24544;25420,-;-,974,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19048,NW_018735949.1;NW_018735949.1,53934;54602,54536;55197,-;-,1199,0,0,0,0,0,2,0,4,0,0,0,0,0
gene19049,NW_018735950.1,16409,17339,-,931,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19050,NW_018735952.1;NW_018735952.1;NW_018735952.1,26289;26913;27059,26848;27056;27740,+;+;+,1386,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19051,NW_018735954.1,31731,33026,-,1296,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19052,NW_018735955.1;NW_018735955.1,19852;19918,19887;19954,-;-,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19053,NW_018735956.1;NW_018735956.1;NW_018735956.1;NW_018735956.1,10430;11880;14559;15172,11818;12263;15089;15558,-;-;-;-,2691,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19054,NW_018735956.1;NW_018735956.1,24620;24760,24700;24983,+;+,305,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19055,NW_018735956.1;NW_018735956.1,32634;32919,32817;33281,-;-,547,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19056,NW_018735965.1;NW_018735965.1,4107;5038,4973;5187,-;-,1017,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19057,NW_018735971.1;NW_018735971.1,7905;20931,8325;21168,+;+,659,350,0,17,211,422,1720,952,1533,0,0,308,0,0
gene19058,NW_018735975.1;NW_018735975.1;NW_018735975.1;NW_018735975.1;NW_018735975.1;NW_018735975.1,26899;27293;27875;30541;35882;36976,27232;27440;29073;31345;36088;37749,-;-;-;-;-;-,3467,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19059,NW_018735976.1;NW_018735976.1;NW_018735976.1;NW_018735976.1;NW_018735976.1,34820;42421;42594;43185;43421,35689;42523;43129;43379;43591,+;+;+;+;+,1875,339,266,761,783,342,217,314,302,0,0,835,1183,281
gene19060,NW_018735977.1;NW_018735977.1;NW_018735977.1;NW_018735977.1;NW_018735977.1;NW_018735977.1;NW_018735977.1,1555;1700;2085;2174;2235;2263;2548,1698;2082;2172;2233;2261;2292;2607,-;-;-;-;-;-;-,792,1243,12,1142,12,515,627,693,832,0,0,992,0,931
gene19061,NW_018735977.1;NW_018735977.1,26865;27160,27085;28594,+;+,1656,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19062,NW_018735978.1;NW_018735978.1;NW_018735978.1;NW_018735978.1,11291;11761;12133;14229,11707;12066;12422;14238,-;-;-;-,1023,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19063,NW_018735979.1;NW_018735979.1,8869;10846,9772;11170,-;-,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19064,NW_018735979.1;NW_018735979.1,11438;12143,11649;13206,+;+,1276,0,0,0,0,1,0,0,0,0,0,0,0,0
gene19065,NW_018735979.1;NW_018735979.1,21322;21605,21528;22668,+;+,1271,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19066,NW_018735981.1;NW_018735981.1,9204;9552,9490;9627,+;+,363,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19067,NW_018735981.1;NW_018735981.1;NW_018735981.1;NW_018735981.1;NW_018735981.1;NW_018735981.1;NW_018735981.1;NW_018735981.1;NW_018735981.1,9964;10403;25879;25944;26079;28620;28651;28775;29392,10131;10602;25941;26077;26261;28649;28773;29332;30337,+;+;+;+;+;+;+;+;+,2405,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19068,NW_018735983.1;NW_018735983.1,10904;11645,11576;11873,+;+,902,2,7,2,0,6,1,0,4,0,0,0,3,3
gene19069,NW_018735983.1;NW_018735983.1;NW_018735983.1;NW_018735983.1,18197;18641;23036;23351,18577;18849;23263;23670,-;-;-;-,1138,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19070,NW_018735985.1;NW_018735985.1;NW_018735985.1,12080;12689;20960,12231;13045;21210,+;+;+,760,0,0,0,0,0,0,1,0,0,0,0,0,0
gene19071,NW_018735990.1;NW_018735990.1;NW_018735990.1;NW_018735990.1;NW_018735990.1;NW_018735990.1;NW_018735990.1;NW_018735990.1,852;1187;1240;1455;1556;9515;9623;10304,1184;1238;1382;1553;1618;9559;10092;10666,+;+;+;+;+;+;+;+,1568,497,1669,65,297,290,96,297,251,0,0,0,1066,1922
gene19072,NW_018735992.1;NW_018735992.1,1800;2224,2162;2447,-;-,587,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19073,NW_018735992.1;NW_018735992.1,9967;10340,10276;10765,-;-,736,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19074,NW_018735992.1,14999,15503,+,505,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19075,NW_018735992.1;NW_018735992.1;NW_018735992.1;NW_018735992.1;NW_018735992.1;NW_018735992.1,22267;25283;25402;31554;32334;32517,22364;25400;25443;32072;32449;32886,-;-;-;-;-;-,1263,19,63,31,54,9,11,29,23,279,0,15,0,28
gene19076,NW_018735994.1;NW_018735994.1;NW_018735994.1,8252;8402;8545,8338;8478;8656,-;-;-,276,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19077,NW_018735994.1;NW_018735994.1;NW_018735994.1,9942;10160;10394,10088;10332;11244,+;+;+,1171,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19078,NW_018735996.1;NW_018735996.1;NW_018735996.1,31723;31880;48270,31782;31912;48400,-;-;-,224,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19079,NW_018736000.1;NW_018736000.1;NW_018736000.1;NW_018736000.1;NW_018736000.1;NW_018736000.1;NW_018736000.1,10349;10538;15433;15667;15799;16513;16851,10532;10638;15604;15736;16449;16783;17325,+;+;+;+;+;+;+,1924,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19080,NW_018736000.1;NW_018736000.1;NW_018736000.1;NW_018736000.1;NW_018736000.1;NW_018736000.1,17195;17506;17721;17831;18100;18327,17434;17659;17769;18030;18254;18500,+;+;+;+;+;+,972,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19081,NW_018736000.1;NW_018736000.1,18232;18327,18264;18526,+;+,233,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19082,NW_018736002.1;NW_018736002.1;NW_018736002.1;NW_018736002.1;NW_018736002.1;NW_018736002.1;NW_018736002.1;NW_018736002.1;NW_018736002.1,5742;6119;18956;19051;19838;20502;20766;32507;32685,6054;6773;19049;19836;20500;20690;20905;32621;32786,-;-;-;-;-;-;-;-;-,3057,45,0,0,0,13,39,30,35,0,0,10,0,27
gene19083,NW_018736002.1;NW_018736002.1;NW_018736002.1,42500;43009;43141,42637;43077;43550,-;-;-,617,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19084,NW_018736006.1;NW_018736006.1,10397;10590,10530;10685,-;-,230,19,144,13,10,7,1,11,1,1,6,2,0,3
gene19085,NW_018736017.1;NW_018736017.1;NW_018736017.1,27162;27697;27872,27498;27809;28003,+;+;+,582,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19086,NW_018736018.1;NW_018736018.1,18013;29124,19272;29834,-;-,1971,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19087,NW_018736020.1;NW_018736020.1,4927;5736,5369;6958,+;+,1666,45,0,0,0,1,0,6,5,0,0,0,0,0
gene19088,NW_018736021.1;NW_018736021.1,10793;11036,10962;12240,+;+,1375,1,0,0,0,0,0,0,0,0,0,0,0,0
gene19089,NW_018736025.1;NW_018736025.1;NW_018736025.1;NW_018736025.1,22336;22765;23503;23769,22705;23443;23704;24302,+;+;+;+,1785,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19090,NW_018736025.1;NW_018736025.1;NW_018736025.1;NW_018736025.1,31396;32065;32327;33115,32001;32266;33005;33342,-;-;-;-,1715,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19091,NW_018736027.1;NW_018736027.1,11200;16554,11313;19298,+;+,2859,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19092,NW_018736033.1,21614,26085,-,4472,398,730,578,332,399,867,207,751,3,14,98,306,219
gene19093,NW_018736042.1;NW_018736042.1;NW_018736042.1;NW_018736042.1;NW_018736042.1;NW_018736042.1,6534;14261;14629;16314;16928;17332,6788;14563;14949;16863;17268;17598,+;+;+;+;+;+,2037,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19094,NW_018736043.1,7,2076,+,2070,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19095,NW_018736043.1;NW_018736043.1;NW_018736043.1;NW_018736043.1,9813;11736;12091;13217,9837;12030;12370;13264,+;+;+;+,648,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19096,NW_018736043.1;NW_018736043.1;NW_018736043.1;NW_018736043.1,12250;13217;13474;13936,12370;13415;13855;14185,+;+;+;+,952,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19097,NW_018736044.1;NW_018736044.1,8026;8618,8564;8706,+;+,628,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19098,NW_018736044.1,13109,13921,+,813,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19099,NW_018736044.1;NW_018736044.1,24585;24687,24623;26288,+;+,1641,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19100,NW_018736044.1;NW_018736044.1,39195;39311,39247;40416,+;+,1159,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19101,NW_018736048.1;NW_018736048.1,781;2753,2695;2955,-;-,2118,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19102,NW_018736049.1;NW_018736049.1,25184;25976,25911;26044,-;-,797,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19103,NW_018736051.1;NW_018736051.1;NW_018736051.1;NW_018736051.1,17450;17678;18059;18433,17611;17999;18391;19581,+;+;+;+,1966,5,0,0,23,0,2,2,10,0,0,0,0,0
gene19104,NW_018736056.1;NW_018736056.1,14971;15452,15091;15547,+;+,217,0,1,0,0,0,1,0,0,0,0,0,0,0
gene19105,NW_018736056.1;NW_018736056.1;NW_018736056.1;NW_018736056.1,16136;16697;17764;18371,16267;16831;18153;18792,+;+;+;+,1079,3,7,4,5,5,2,1,3,0,3,3,3,4
gene19106,NW_018736057.1;NW_018736057.1;NW_018736057.1,3318;4291;4492,3460;4396;4655,+;+;+,413,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19107,NW_018736057.1;NW_018736057.1,8929;10540,10485;10924,-;-,1942,0,0,0,0,0,0,0,0,0,0,0,0,0
